NaN,1,2,3,4,5,6,7,8,9,10,11,12
2044,-23.734,-26.433,-14.876,2.6701,8.6367,15.954,14.106,9.8117,3.4598,-0.8125,-9.6947,-25.57
2045,-23.52,-19.726,-10.82,-4.2961,8.3905,12.055,11.722,10.862,6.4581,-1.6273,-10.94,-14.28
2046,-20.288,-21.727,-12.82,-0.036682,9.7222,12.866,18.605,14.115,12.141,-1.2563,-9.2885,-19.579
2047,-16.272,-21.107,-13.795,-2.0749,7.3732,9.5728,16.855,10.939,7.5839,-4.9408,-12.451,-20.341
2048,-22.712,-24.092,-15.914,-1.6696,6.7229,13.157,13.779,14.197,4.5722,-5.2562,-12.761,-19.756
2049,-28.924,-19.467,-16.938,-1.2766,7.9952,16.633,19.133,13.176,7.2708,1.0228,-10.466,-18.232
2050,-25.386,-26.605,-14.708,-6.0822,9.981,16.283,15.629,15.086,7.0648,-2.5752,-13.591,-19.934
2051,-23.436,-26.055,-12.223,-5.2554,5.5378,11.171,14.959,10.933,6.8023,-1.8907,-10.559,-15.066
2052,-19.782,-28.144,-13.268,-1.8659,4.3785,11.326,13.493,11.344,7.1034,0.21606,-13.703,-21.415
2053,-21.761,-22.329,-13.029,-2.0692,7.4012,13.283,15.463,12.588,6.6419,-2.3331,-15.118,-18.551
2054,-24.771,-17.856,-17.122,1.0783,9.6859,12.018,13.449,11.923,7.3192,-0.63953,-8.5164,-21.003
2055,-20.245,-18.33,-11.333,-1.7398,8.9546,15.065,17.766,14.234,9.2748,-1.9843,-9.5087,-12.848
2056,-16.822,-17.398,-11.751,-0.57318,7.9516,12.864,17.644,14.869,4.5336,-0.46033,-13.84,-16.543
2057,-17.489,-21.817,-8.8531,-1.8169,6.4275,10.17,16.898,15.846,6.4959,-0.50345,-11.606,-20.364
2058,-22.427,-24.113,-11.78,-1.1803,5.6955,10.939,16.585,12.226,5.5736,1.8513,-12.13,-21.731
2059,-22.378,-19.118,-9.6989,-2.9307,8.1888,12.34,17.546,11.509,4.9286,-0.61975,-12.361,-14.237
2060,-16.595,-19.047,-16.932,2.065,7.5706,12.472,14.624,12.758,6.0867,-2.2352,-10.683,-19.257
2061,-22.282,-21.644,-14.322,-0.38022,6.6498,15.053,18.221,12.656,3.8983,3.4598,-7.3705,-16.124
2062,-23.209,-22.294,-16.074,-1.9988,8.1423,12.249,17.124,19.133,11.639,-0.48608,-7.0505,-18.428
2063,-21.456,-10.808,-10.676,-0.36993,10.727,12.968,16.885,15.285,9.0841,-1.3106,-8.327,-15.61
2064,-18.355,-16.627,-14.361,1.6821,7.1081,14.927,18.301,14.307,7.734,-0.13757,-11.48,-17.119
2065,-20.85,-20.84,-14.522,-0.48657,10.125,15.739,18.298,14.028,6.6814,0.82202,-8.1499,-18.84
2066,-21.065,-15.916,-16.835,1.4573,9.8569,15.682,15.107,15.08,9.116,-0.15088,-10.252,-20.596
2067,-25.05,-19.369,-14.708,-4.395,10.47,15.088,17.016,14.166,7.7902,-0.091187,-11.456,-15.454
2068,-20.135,-17.994,-13.117,2.4983,10.571,16.989,20.558,14.808,8.0179,-3.2287,-4.0979,-15.492
2069,-13.861,-17.916,-8.5239,-3.5483,5.5405,16.599,20.951,14.831,7.3705,1.0625,-5.748,-16.414
2070,-15.279,-24.619,-10.818,0.34564,6.7206,16.465,16.406,14.966,9.4814,-0.95746,-9.5259,-14.134
2071,-21.298,-15.476,-7.4504,0.79297,11.544,16.159,16.949,14.458,8.603,2.1268,-7.6647,-13.183
2072,-23.274,-19.937,-14.982,0.17221,5.6859,14.504,17.975,16.54,7.4248,0.87708,-5.8557,-16.114
2073,-9.9482,-19.819,-13.987,0.2594,9.5305,18.54,20.005,15.587,6.5961,0.024872,-8.6194,-16.893
2074,-17.842,-12.015,-11.876,-2.9769,8.2272,14.564,14.323,12.983,5.9076,-5.9626,-6.9789,-15.825
2075,-18.657,-14.409,-14.617,-4.379,10.908,15.559,18.273,15.162,8.6553,1.0923,-4.5462,-12.063
2076,-19.464,-21.82,-7.3032,7.0046,8.8682,17.161,21.231,13.257,10.305,1.2263,-2.4173,-14.825
2077,-16.621,-19.138,-12.247,0.70349,8.4464,15.86,16.812,13.026,9.8282,1.84,-7.2631,-10.708
2078,-17.667,-13.95,-12.301,1.6347,6.511,14.786,19.647,15.12,11.078,0.72629,-8.476,-15.162
2079,-19.126,-23,-6.6721,-0.73465,7.9181,15.445,19.115,15.183,9.5845,-0.11139,-7.9223,-14.637
2080,-13.939,-17.467,-4.5056,4.1434,10.329,16.037,16.904,14.409,8.9113,2.6365,-7.5187,-13.115
2081,-16.315,-9.469,-7.0963,-1.2319,10.677,16.944,18.815,14.912,10.49,1.4775,-8.9418,-13.534
2082,-19.892,-19.24,-14.935,1.925,10.36,13.652,16.907,12.751,5.8948,0.76929,-5.1608,-18.296
2083,-13.913,-14.626,-11.876,1.0384,8.1542,17.304,18.081,15.806,7.8877,-4.8792,-3.884,-16.223
2084,-13.232,-11.301,-5.2393,0.43982,11.228,15.476,19.78,15.661,6.2966,-0.27466,-9.2227,-17.618
2085,-17.152,-16.228,-13.185,1.2729,6.9805,13.797,16.879,13.655,7.3047,-0.0065308,-8.3541,-14.7
2086,-22.475,-16.829,-11.258,1.4641,8.1164,18.652,20.143,15.842,8.2197,-0.49597,-6.0912,-10.542
2087,-14.089,-17.748,-10.473,0.5184,10.44,14.526,16.957,12.844,7.8607,1.391,-8.2318,-11.272
2088,-16.544,-17.978,-11.405,0.85919,11.468,18.759,21.812,14.974,9.874,3.1525,-10.999,-14.905
2089,-15.285,-15.3,-4.1675,4.0356,10.383,16.735,24.508,17.419,8.4487,1.5544,-6.3234,-11.246
2090,-20.518,-14.603,-9.4415,-0.66333,8.1569,15.859,17.822,17.664,8.788,0.13217,-0.19775,-16.555
2091,-22.757,-16.649,-8.0291,1.8937,8.9781,17.141,20.124,16.65,8.4756,3.1847,-5.4939,-14.385
2092,-19.55,-11.115,-6.7378,0.64572,10.838,12.959,20.471,15.371,10.124,2.5695,-5.7918,-14.025
2093,-17.044,-15.63,-5.5872,4.077,10.292,15.592,18.222,15.709,11.544,3.6459,-3.5316,-11.781
2094,-10.552,-7.3507,-1.1484,5.1524,12.434,17.284,19.777,15.482,9.8969,3.3595,-11.284,-11.323
2095,-17.397,-18.516,-14.183,0.5033,7.3,16.813,17.207,14.679,9.1207,1.1646,-8.3283,-9.9818
2096,-18.331,-23.963,-11.055,-3.0084,11.23,15.857,17.924,16.272,10.539,-1.2607,-5.0297,-11.263
2097,-14.669,-16.193,-9.1451,1.4774,10.717,17.293,17.654,16.119,6.917,1.9421,-3.7298,-11.529
2098,-16.643,-11.24,-13.831,-2.0776,7.3093,13.51,20.924,18.063,9.1154,2.4675,-6.4972,-8.0096
2099,-12.953,-16.073,-10.653,0.45984,10.063,16.007,20.197,13.537,5.9964,3.0164,-4.5471,-10.949
2100,-15.595,-9.4612,-10.412,-0.40936,9.9394,18.239,16.494,11.445,6.8799,0.2785,-8.3706,-11.044
