NaN,1,2,3,4,5,6,7,8,9,10,11,12
2038,-17.033,-5.9754,2.3092,10.01,10.84,15.015,20.753,20.079,15.171,6.8417,1.9707,-12.66
2039,-3.8493,-6.7603,-0.45032,11.518,16.963,18.864,20.029,18.925,14.973,4.8061,-0.32684,-6.9669
2040,-11.852,-2.6324,-2.4946,9.9993,18.307,19.427,21.607,21.998,18.47,7.6845,2.3576,-2.4402
2041,-8.2016,-8.6553,-0.43811,8.1889,17.398,16.781,21.481,21.991,16.984,8.3616,-4.4544,-9.8138
2042,-9.749,-7.1107,-2.422,8.4646,13.759,16.931,20.131,20.084,16.493,7.919,-0.14008,-5.6235
2043,-8.5697,-6.2941,-2.2206,7.7928,14.373,19.21,20.933,21.566,15.205,5.1926,5.0396,-5.0784
2044,-7.9508,-8.4658,1.3801,5.3029,13.475,16.016,19.835,18.941,14.628,9.5352,3.2115,-11.019
2045,-8.8362,1.3311,4.317,10.593,12.842,18.206,21.602,20.872,17.995,7.9859,-4.6241,-4.5049
2046,-10.317,-16.176,-1.0093,10.133,15.265,16.444,19.878,21.951,16.544,7.7495,1.8092,-5.1415
2047,-5.9594,-8.1241,2.396,11.525,13.533,16.747,21.721,22.121,16.318,5.5631,0.46472,-6.4485
2048,-2.5912,-2.0212,-1.062,12.082,11.694,17.884,20.932,21.843,15.5,8.1384,2.4443,-10.602
2049,-9.3345,-3.9666,-0.66412,9.2195,14.122,17.973,21.236,18.237,15.976,7.9622,-3.538,-12.341
2050,-15.742,-15.553,1.0419,6.3846,14.483,18.132,20.213,17.893,15.434,8.3466,-6.6746,-5.7485
2051,-11.17,-10.555,-2.0808,8.0766,12.177,16.556,18.209,16.941,15.275,3.9218,0.70621,-3.7046
2052,-4.8234,-9.246,-3.5744,7.2806,13.984,18.914,22.776,20.348,17.498,9.3762,-5.0859,-9.8796
2053,-9.7413,-4.1958,-0.12827,5.8566,12.181,18.038,19.363,19.245,16.904,8.2919,0.088531,-5.3889
2054,-11.25,-4.7114,-3.5732,7.5412,12.998,17.872,20.685,19.405,15.36,6.546,1.3566,-2.605
2055,-8.5773,-3.8472,1.7916,12.68,17.843,18.995,23.403,20.801,15.337,9.5802,-0.14349,-1.0216
2056,-4.1522,-7.4703,-1.4838,8.5206,15.727,16.358,21.992,23.322,15.858,10.442,0.66632,-6.3968
2057,-6.8957,-5.8207,3.4965,5.7885,14.086,16.394,20.417,21.941,15.973,11.124,1.3686,-4.0805
2058,-8.7958,-4.4897,4.7104,10.796,13.746,17.619,21.403,22.304,17.951,9.8747,-1.2975,-8.7775
2059,-12.995,-5.2779,3.3226,5.7236,15.277,18.134,22.888,21.552,15.876,11.511,-1.1166,-2.174
2060,-1.3215,-3.504,0.2345,11.93,13.262,17.458,20.893,19.77,15.825,9.9366,-0.43256,-5.1321
2061,-10.167,-5.4528,2.6957,9.3268,10.622,18.372,20.676,20.161,12.457,13.968,1.2038,-7.8014
2062,-9.6859,1.3134,-7.0412,7.6633,16.617,15.766,18.247,21.094,18.511,8.301,3.8655,-8.3536
2063,-9.0073,-2.6385,-1.5532,6.8898,12.393,17.22,20.768,20.226,17.709,11.305,1.7687,-4.1057
2064,-9.2744,-6.5959,3.1569,8.6978,14.966,17.761,22.774,22.071,17.759,8.9366,3.1064,-8.5076
2065,-12.094,-4.0426,0.95618,8.322,16.254,17.774,21.073,19.498,15.599,9.0818,3.354,-11.041
2066,-14.682,-11.686,-4.7551,6.1878,12.748,18.864,20.888,19.352,17.862,7.7417,-3.6039,-9.4418
2067,-11.523,-0.87466,1.6748,7.5483,11.452,18.018,21.079,21.33,17.015,12.051,-0.92841,-8.5592
2068,-6.5687,-3.3437,5.1546,11.235,12.778,18.516,22.982,23.154,15.455,8.117,4.7185,-5.6292
2069,-3.4526,-1.2204,5.0054,9.7524,13.472,17.39,24.832,22.225,17.316,10.607,4.1953,0.84805
2070,-3.6446,-7.8978,2.7876,11.185,14.773,18.912,21.453,23.28,15.612,11.607,-0.22705,-6.7179
2071,-10.115,1.8623,2.4442,10.709,13.993,16.801,23.039,21.105,16.865,8.7947,-0.69788,-5.4997
2072,-9.0126,-8.8516,0.85562,14.073,13.326,17.635,23.609,22.419,17.562,10.74,5.0017,-2.1043
2073,-3.8759,-5.174,-2.2528,12.32,13.798,18.643,23.634,22.163,18.891,8.3549,1.5505,-9.1506
2074,-10.565,-2.857,1.5848,6.359,13.758,19.736,21.667,20.559,16.917,8.8968,0.55627,-8.6491
2075,-5.0322,-2.222,5.0005,5.0858,15.597,19.173,21.809,23.989,21.607,8.227,-0.23761,-2.9396
2076,-7.5033,-11.264,5.0172,13.526,14.442,18.827,22.354,23.038,20.76,9.4978,5.5241,-2.6784
2077,-7.2477,-3.3981,3.827,8.1078,15.179,19.811,22.125,22.798,18.275,8.717,-0.3432,-1.8529
2078,-3.4009,-2.7699,0.80096,9.6503,15.507,17.087,22.352,21.483,16.59,10.465,4.0455,-0.68164
2079,-5.6398,-4.0841,2.4803,7.6501,13.652,19.463,22.293,25.512,18.479,12.363,5.2027,-1.9711
2080,-5.1437,0.032867,5.7288,11.018,13.165,19.752,23.891,24.591,18.175,10.123,1.5281,-6.7344
2081,-12.069,-0.060822,5.2358,10.766,14.091,19.401,21.959,23.998,18.035,12.743,3.0582,-4.9795
2082,-0.75925,-1.7338,-2.8161,11.654,13.005,19.326,25.663,24.962,17.383,11.361,4.7181,-1.0287
2083,-8.6041,-6.3763,3.345,14.39,12.598,18.107,23.878,25.124,18.298,9.5896,5.7332,-1.6646
2084,-6.2182,-2.8224,7.5752,9.3597,14.868,18.657,20.671,23.933,15.717,8.5437,0.41406,-7.0713
2085,-8.3476,-1.7455,0.85638,7.767,13.377,18.842,23.92,25.682,16,8.6224,3.6185,-5.1802
2086,-11.969,-5.8894,0.47482,11.415,14.267,18.691,23.24,25.889,16.186,10.338,-0.45062,-1.3804
2087,-4.5984,-4.0746,5.0461,10.288,15.253,19.151,23.322,22.107,19.339,9.8402,-0.61261,-0.032074
2088,-10.415,-8.9446,-2.5204,6.7557,12.238,19.976,22.926,25.125,20.708,12.334,3.7943,-4.962
2089,-7.4277,-2.3759,6.8735,11.458,17.936,18.502,22.301,24.657,20.394,12.615,6.1825,-1.5177
2090,-9.7346,-6.3098,1.1737,9.1667,13.366,17.954,25.178,23.975,18.003,9.7591,5.812,-9.2742
2091,-12.919,-5.657,2.0568,9.0422,13.318,18.707,24.675,22.925,20.69,12.839,3.8811,0.15802
2092,-2.3704,3.2951,6.104,10.157,19.391,19.529,23.977,25.057,18.177,9.8684,3.1965,-2.3064
2093,-7.45,-3.2125,-0.063812,11.19,17.393,19.537,24.685,22.342,17.657,11.777,4.2419,-2.9451
2094,-2.322,2.8095,6.8164,9.5098,15.079,20.196,23.055,23.411,16.346,11.262,-0.10611,-3.9324
2095,-12.319,-9.9672,-3.1168,8.9349,13.507,19.327,24.207,24.922,21.865,13.329,1.9764,-6.4799
2096,-9.0396,-1.1506,0.80646,9.0951,15.845,20.451,23.336,24.577,21.031,11.269,3.0328,-2.0036
2097,-6.683,-1.9113,1.31,9.9618,18.051,17.203,24.705,23.144,17.624,10.091,0.72134,-7.7988
2098,-11.612,-4.7474,-4.7529,6.9653,14.401,19.226,23.346,24.85,17.055,11.53,4.1708,-0.12091
2099,-5.4026,-7.456,-0.46729,4.4188,13.432,20.054,24.441,25.269,18.348,14.858,5.3044,-2.3987
2100,-5.3997,2.2575,4.6622,9.1844,15.439,19.47,25.264,22.904,18.22,11.911,8.3286,-3.3443
