NaN,1,2,3,4,5,6,7,8,9,10,11,12
2042,-23.628,-17.99,-15.865,-5.6526,2.9916,13.783,12.524,7.5667,2.4582,-2.7255,-8.0229,-17.575
2043,-17.21,-19.486,-11.205,-1.9103,8.8753,17.321,11.685,8.0345,3.392,-1.7547,-9.4507,-9.1644
2044,-15,-21.427,-13.999,-3.8201,5.3046,10.948,10.89,7.6105,2.8406,-4.2852,-13.359,-21.935
2045,-20.623,-23.229,-10.445,-5.5208,5.0858,8.317,8.2587,6.4383,3.2745,-5.8559,-13.069,-20.593
2046,-11.911,-21.399,-15.345,-3.1519,3.8277,16.01,9.5812,9.0466,4.7313,-4.518,-10.849,-17.468
2047,-20.51,-19.636,-8.8423,-4.6296,4.59,9.395,13.244,7.5312,5.0233,-6.3333,-11.004,-16.55
2048,-20.564,-21.23,-14.203,-6.5973,3.4983,8.8408,8.8439,8.5462,4.4531,-6.2601,-16.745,-12.061
2049,-25.231,-17.203,-12.307,-3.7277,4.6964,13.508,13.113,9.4164,1.634,1.2181,-9.6161,-12.857
2050,-22.81,-23.734,-21.437,-5.7325,4.4302,12.689,11.789,9.0786,5.7933,-4.5069,-13.675,-23.389
2051,-22.564,-20.76,-13.696,-8.7144,6.4519,14.06,14.461,8.7613,5.1891,-0.084076,-7.3973,-15.076
2052,-16.603,-17.861,-13.203,-2.7936,3.8043,9.6093,9.9165,6.6835,3.5507,-3.9949,-12.439,-26.95
2053,-14.644,-11.413,-13.939,-4.0262,7.2958,9.8431,10.803,11.385,2.4622,-6.5733,-14.839,-18.469
2054,-23.074,-17.436,-12.108,-2.4647,7.348,10.657,10.381,6.8857,3.2352,-1.8173,-10.638,-22.437
2055,-15.855,-16.728,-7.1284,-3.3336,7.2358,11.796,10.801,12.602,7.1146,-5.4725,-10.477,-13.289
2056,-18.734,-20.25,-12.788,-4.9736,3.9614,11.338,12.049,6.4063,2.7094,-6.4525,-14.681,-18.27
2057,-21.089,-20.588,-15.941,-5.4615,4.1482,9.412,8.5148,8.7538,3.0272,-6.1617,-14.852,-18.54
2058,-18.065,-26.861,-16.794,-6.1744,2.7639,10.939,14.889,7.6401,2.8451,-4.2347,-10.473,-21.455
2059,-23.367,-20.448,-11.396,-7.3018,5.1536,9.3317,11.548,6.2375,3.3446,-3.9303,-8.3998,-11.408
2060,-19.218,-14.143,-11.633,-3.1948,4.0706,8.9308,10.386,9.3497,1.7176,-4.0946,-10.087,-14.505
2061,-21.329,-19.664,-16.429,-6.2318,8.3705,11.844,13.657,8.4759,2.8768,-3.7296,-8.9447,-14.249
2062,-19.024,-19.663,-9.0861,-5.239,4.4333,10.288,10.977,7.8597,4.1063,-3.5798,-12.56,-10.746
2063,-11.894,-14.678,-13.319,-6.0145,5.098,11.497,13.586,8.732,5.3712,-3.5469,-10.772,-12.469
2064,-14.241,-10.986,-15.238,-2.7905,6.0261,11.591,10.838,7.8518,2.859,-3.1415,-12.878,-15.131
2065,-15.532,-15.832,-16.647,-6.1487,4.0626,9.9932,9.0732,8.9047,4.0446,-1.1917,-9.6558,-11.707
2066,-19.425,-12.35,-20.079,-2.2419,7.9839,10.092,12.631,10.748,3.784,-2.0845,-10.342,-15.831
2067,-24.74,-17.125,-13.3,-7.5708,6.0107,12.48,13.003,9.1167,5.1906,-4.4135,-11.962,-13.409
2068,-15.26,-15.059,-7.486,-3.0505,9.6647,14.735,15.751,10.812,3.0609,-3.5314,-9.7463,-14.506
2069,-9.9545,-11.56,-6.809,-2.4429,5.7377,11.085,14.143,13.315,3.2045,-3.6426,-7.4843,-19.5
2070,-10.66,-18.687,-14.208,-5.5977,3.0448,11.146,14.865,11.753,5.831,-4.561,-7.4653,-10.855
2071,-11.255,-11.46,-12.071,-0.85742,6.8502,11.131,10.246,8.9366,5.0327,0.47443,-12.012,-20.951
2072,-17.384,-10.609,-12.32,-1.2926,4.7112,12.977,11.137,9.7369,2.2764,-2.203,-9.1526,-20.716
2073,-16.231,-20.424,-10.503,0.37659,9.3742,13.856,11.73,7.5592,1.807,-2.0552,-7.9066,-11.287
2074,-12.026,-10.806,-9.9171,-3.6801,4.483,10.771,15.624,10.903,3.6966,-7.6384,-5.2855,-11.003
2075,-7.1885,-10.605,-16.326,-4.7384,6.5114,10.768,10.734,7.8754,4.6749,-0.83157,-4.3001,-16.906
2076,-16.515,-13.947,-6.9965,3.4186,9.7412,13.562,14.255,8.0768,6.5824,-1.7795,-3.9759,-11.71
2077,-16.336,-16.836,-14.169,-0.52502,9.5401,10.251,17.059,9.8741,4.4454,1.4455,-5.0112,-6.9427
2078,-14.251,-12.838,-6.2264,-1.2051,9.7258,14.042,17.979,11.157,7.3633,0.27512,-13.542,-15.848
2079,-13.511,-19.526,-3.6096,0.8884,4.9123,10.68,12.668,9.5878,6.3209,0.68158,-11.555,-10.082
2080,-13.616,-12.909,-9.0701,2.6376,9.6166,9.1663,9.4003,8.9267,4.4835,-1.6448,-9.1945,-9.2852
2081,-19.321,-13.914,-5.7701,-5.4057,6.3549,9.9948,13.973,10.928,6.0119,-4.8467,-8.0063,-10.103
2082,-19.761,-20.005,-11.217,-0.3992,7.5535,10.982,11.54,7.2728,3.5706,-1.2073,-4.8444,-14.673
2083,-9.8854,-9.0463,-6.5144,1.5755,12.379,14.152,15.595,11.614,7.3526,-5.01,-9.5207,-14.53
2084,-12.267,-9.0822,-4.1904,-0.41174,9.1575,11.339,16.821,8.0616,2.3298,-0.26685,-11.584,-11.63
2085,-12.721,-16.087,-11.321,-1.7213,6.17,15.094,11.078,5.989,5.1075,-1.8483,-10.139,-14.182
2086,-17.949,-12.489,-13.767,-1.3601,5.9015,12.314,12.625,8.4687,5.9736,-5.076,-3.1909,-3.7866
2087,-10.485,-9.6274,-5.3464,2.6141,6.7371,14.448,12.742,10.678,4.6536,-0.43713,-7.2122,-9.745
2088,-13.301,-12.261,-7.5028,2.6795,14.023,12.634,19.146,12.638,4.9072,0.86536,-10.592,-16.128
2089,-17.234,-14.851,-5.9194,2.7642,6.4245,10.182,12.127,11.392,5.2377,-2.176,-6.3038,-11.594
2090,-16.043,-6.9094,-8.3947,-1.0657,9.233,13.154,11.436,9.1272,2.8251,-0.45377,-2.6782,-11.513
2091,-19.683,-12.329,-2.3318,2.9269,8.0464,14.48,14.651,12.453,5.2296,0.80188,-7.5388,-11.467
2092,-18.745,-11.752,-5.2983,2.9348,8.1346,11.299,13.18,12.887,6.8662,-2.0691,-7.2938,-9.0603
2093,-11.966,-9.0289,-3.6615,3.411,7.7625,13.17,14.437,15.321,8.4246,-2.7213,-6.639,-13.273
2094,-10.371,-6.5323,-3.9766,2.9376,9.1528,10.983,12.918,9.6537,7.8735,0.56848,-11.225,-6.6472
2095,-10.858,-15.786,-6.8082,-1.9323,6.8195,15.096,11.752,9.4197,6.7672,-1.2241,-9.7267,-8.7689
2096,-15.508,-20.088,-12.606,-2.8463,8.5384,11.964,13.115,9.8248,3.9587,-4.3857,-7.0804,-11.453
2097,-10.652,-8.3917,-7.3677,4.5653,7.481,15.42,13.598,12.4,5.4736,0.83466,-1.1205,-9.6054
2098,-11.194,-9.9544,-4.2646,2.5864,8.7468,14.519,17.436,14.352,5.3127,2.3229,-9.1358,-7.4178
2099,-11.149,-12.755,-10.875,-0.36047,6.7015,13.577,12.976,9.105,4.4554,0.69223,-5.9104,-10.795
2100,-14.468,-9.2523,-7.4354,1.5301,9.4726,13.562,11.623,12.328,6.5264,-2.825,-15.179,-7.7525
