NaN,1,2,3,4,5,6,7,8,9,10,11,12
2027,-31.076,-38.498,-31.212,-21.952,-9.5627,-2.4307,1.2098,0.56323,-12.176,-18.773,-24.42,-31.79
2028,-32.888,-38.54,-32.453,-20.914,-9.9515,-2.8929,0.95862,-0.63733,-11.275,-17.497,-20.079,-31.597
2029,-34.277,-33.114,-29.955,-20.555,-10.272,-0.93536,3.7175,-2.6172,-8.2566,-17.858,-27.769,-28.089
2030,-34.076,-34.442,-26.564,-15.722,-9.4395,-0.45355,3.1281,0.1048,-8.156,-11.352,-27.132,-30.346
2031,-35.161,-36.121,-27.909,-19.732,-10.004,-0.6528,6.2485,-0.48019,-8.1769,-14.49,-24.835,-27.651
2032,-33.897,-37.491,-31.68,-22.367,-10.02,-1.2729,-0.28375,0.15546,-12.022,-20.001,-24.651,-28.193
2033,-26.555,-36.204,-30.305,-22.286,-8.57,-1.9655,1.9271,1.8394,-11.436,-15.275,-22.486,-33.223
2034,-34.337,-33.115,-25.199,-16.661,-9.9758,-3.1585,1.723,-1.4575,-7.3678,-18.46,-28.636,-29.525
2035,-35.312,-39.713,-31.483,-18.413,-8.5732,-3.1962,1.1412,-1.634,-14.205,-19.076,-25.489,-30.367
2036,-35.479,-34.642,-33.935,-15.428,-8.1525,-1.809,1.2063,-1.2767,-9.0486,-16.882,-24.964,-34.018
2037,-35.551,-37.766,-29.447,-19.339,-11.079,0.9458,6.8369,1.5786,-9.2862,-15.767,-22.83,-27.804
2038,-29.793,-32.954,-32.242,-23.14,-9.8887,-0.35968,3.1556,-1.4254,-6.7864,-16.332,-25.742,-26.377
2039,-30.648,-30.838,-30.329,-18.459,-7.2579,0.51846,3.1892,-1.661,-8.5216,-16.856,-23.948,-27.566
2040,-37.663,-34.332,-30.204,-18.571,-10.535,-0.080566,3.2887,-1.277,-8.2621,-13.47,-20.551,-27.805
2041,-24.75,-31.064,-31.292,-19.573,-7.2015,-2.7761,0.99042,-2.5068,-8.1257,-17.697,-18.402,-27.888
2042,-27.976,-30.964,-30.463,-19.871,-8.4556,-2.1178,1.4808,-0.6774,-9.7527,-19.727,-22.037,-27.881
2043,-24.888,-34.03,-24.752,-17.215,-3.9567,0.74329,4.8277,1.2435,-4.7271,-11.915,-21.757,-28.067
2044,-32.841,-35.753,-32.524,-18.881,-7.1505,-2.8802,7.7704,-0.12579,-9.1183,-14.65,-22.531,-28.531
2045,-29.274,-38.046,-25.638,-23.099,-5.5685,-0.42123,3.0614,2.4266,-8.0888,-10.618,-18.612,-23.405
2046,-25.044,-30.567,-28.693,-20.707,-6.1391,0.3717,1.7472,0.67358,-4.55,-10.079,-17.822,-26.425
2047,-31.602,-30.982,-28.876,-15.651,-9.6659,-1.6558,1.4473,-0.89651,-9.547,-16.363,-14.496,-27.363
2048,-31.169,-31.685,-34.394,-21.443,-7.5701,0.34668,3.0724,1.0677,-11.074,-17,-21.46,-25.918
2049,-32.784,-33.959,-29.098,-21.417,-9.1102,0.94916,7.5058,2.0727,-5.696,-15.434,-20.097,-22.683
2050,-32.435,-35.73,-26.892,-23.461,-7.2104,-1.475,4.8513,2.1802,-6.6618,-12.683,-22.12,-26.377
2051,-33.914,-28.348,-29.436,-18.931,-8.72,0.38794,3.3967,0.15384,-6.7113,-13.617,-22.145,-26.562
2052,-30.63,-27.228,-27.77,-19.575,-9.1313,-1.3126,2.6685,0.24792,-6.049,-11.223,-20.908,-27.042
2053,-28.204,-33.202,-32.96,-20.329,-8.048,-1.4167,2.7189,3.2758,-4.8933,-11.831,-21.329,-30.545
2054,-28.961,-32.563,-30.032,-17.883,-7.3532,-1.8704,1.7302,0.54199,-8.7629,-11.733,-20.054,-27.587
2055,-31.046,-26.31,-27.824,-19.478,-9.0767,-2.165,2.2209,0.13281,-4.3502,-12.078,-16.53,-24.434
2056,-26.822,-27.498,-24.078,-17.011,-6.6207,-0.61874,4.621,2.9532,-5.818,-13.523,-20.615,-21.901
2057,-28.579,-35.577,-35.394,-20.286,-8.4592,-2.4982,1.4601,0.89249,-7.4005,-12.316,-17.7,-23.104
2058,-23.999,-36.876,-36.415,-20.807,-9.9451,-1.3522,2.7977,-1.0708,-6.9342,-13.985,-21.425,-24.223
2059,-30.603,-30.028,-31.091,-16.724,-9.0007,-2.223,1.4034,-0.2547,-6.962,-16.881,-24.068,-23.473
2060,-27.448,-31.76,-31.055,-14.046,-7.236,0.29016,4.0047,-0.07605,-5.4836,-14.858,-15.907,-31.265
2061,-30.091,-34.334,-33.314,-21.279,-5.2467,1.0474,3.7348,3.6185,-8.2619,-11.732,-21.81,-22.344
2062,-23.157,-30.548,-30.897,-18.065,-6.7503,0.053284,8.6764,2.0745,-4.1066,-7.5857,-19.191,-26.336
2063,-21.751,-34.875,-29.256,-19.436,-5.3668,1.7863,3.8597,0.94489,-3.7303,-16.043,-18.768,-22.356
2064,-26.595,-29.094,-31.351,-15.63,-7.261,3.2629,6.102,0.21896,-4.682,-12.585,-20.45,-23.24
2065,-29.418,-32.67,-25.477,-17.311,-7.8807,1.1417,5.0322,0.21912,-4.1136,-10.752,-19.929,-23.096
2066,-24.796,-25.848,-26.116,-18.724,-5.4575,-1.5052,5.5603,3.4804,-4.6418,-9.5513,-18.397,-22.297
2067,-29.531,-28.679,-27.653,-18.602,-4.6339,0.91409,8.0145,4.7319,-4.5809,-10.06,-16.444,-20.856
2068,-27.325,-25.297,-24.072,-19.906,-5.511,0.6001,3.4155,2.7631,-5.5407,-12.369,-16.139,-27.313
2069,-24.593,-24.136,-24.35,-19.564,-8.6255,-0.98126,2.5,-0.29211,-4.0787,-10.857,-18.402,-26.242
2070,-29.039,-32.966,-28.535,-16.844,-9.6466,0.23822,3.9492,-1.1828,-7.1006,-10.778,-18.952,-25.263
2071,-30.251,-34.679,-23.691,-19.125,-5.7866,2.0219,8.0684,4.2823,-4.7623,-12.274,-14.516,-24.23
2072,-30.825,-29.064,-26.781,-19.756,-7.1696,0.36749,8.9883,3.4264,-8.5518,-8.1796,-13.047,-22.999
2073,-27.593,-28.346,-27.102,-15.979,-6.407,-0.36462,1.8139,1.5631,-6.9078,-11.491,-17.272,-22.61
2074,-25.864,-31.056,-27.765,-18.112,-4.8998,2.4196,6.1119,5.3792,-5.4889,-12.916,-19.573,-25.118
2075,-26.632,-30.695,-25.982,-19.172,-8.4691,0.29965,3.2304,1.9183,-4.5595,-11.115,-18.583,-20.615
2076,-26.318,-27.477,-28.432,-19.732,-6.4834,0.71805,6.786,3.6003,-6.234,-13.418,-21.501,-24.235
2077,-29.355,-29.416,-29.314,-16.449,-6.0009,-0.63611,5.3163,3.9347,-2.1601,-8.6619,-14.706,-20.079
2078,-25.454,-29.065,-27.717,-18.875,-5.9422,1.0439,4.2744,3.4029,-5.5019,-15.973,-16.097,-20.947
2079,-30.671,-25.598,-28.821,-20.043,-5.0272,0.15228,5.5251,3.9335,-3.06,-16.082,-17.118,-23.928
2080,-25.857,-24.588,-24.207,-18.105,-5.3815,0.5589,5.0663,1.9775,-3.1356,-8.6331,-11.54,-17.248
2081,-22.44,-26.924,-26.139,-17.814,-5.4459,-0.74158,7.0333,2.0039,-4.3846,-7.7666,-16.159,-21.11
2082,-26.921,-28.55,-25.297,-21.282,-6.2961,-0.68768,8.0773,1.763,-5.1892,-12.156,-20.424,-22.632
2083,-27.454,-27.255,-21.538,-17.46,-6.2422,2.4527,4.1223,0.72375,-6.8369,-13.828,-10.575,-22.622
2084,-26.88,-27.248,-30.687,-13.857,-7.489,0.58502,10.183,5.8214,-2.0374,-11.236,-15.156,-19.673
2085,-23.098,-25.562,-22.81,-12.215,-5.8691,2.6737,3.3419,1.2917,-3.4921,-10.76,-17.786,-24.381
2086,-25.445,-25.38,-25.459,-15.385,-4.0555,2.3846,6.6291,4.371,-6.8096,-9.1971,-14.992,-18.855
2087,-20.829,-25.309,-24.731,-16.31,-5.6418,2.7489,5.7812,5.5743,-4.6413,-8.9821,-14.202,-20.61
2088,-20.641,-29.765,-27.796,-16.75,-4.3523,0.78271,2.8417,2.0134,-3.0479,-12.687,-16.821,-22.411
2089,-25.56,-30.188,-25.394,-18.632,-7.4876,0.2894,10.59,2.0227,-1.9927,-8.7463,-16.312,-18.424
2090,-17.41,-22.396,-27.061,-13.609,-5.1576,0.14001,2.6054,1.7229,-3.2609,-13.237,-15.032,-23.262
2091,-27.332,-24.995,-26.084,-15.438,-6.0317,2.4843,6.6298,3.6322,-5.706,-12.038,-12.336,-22.867
2092,-24.808,-26.775,-27.902,-16.864,-6.256,1.1426,3.0491,1.3792,-5.7041,-11.432,-15.073,-18.404
2093,-20.774,-30.134,-25.826,-16.9,-6.4582,-0.64618,7.0289,4.602,-1.8976,-5.9557,-14.635,-17.037
2094,-27.258,-24.911,-22.187,-13.32,-6.0523,0.88928,7.705,2.5697,-0.87262,-9.2518,-16.633,-19.995
2095,-22.143,-23.643,-24.585,-10.813,-3.616,6.1375,10.188,3.7771,0.5152,-9.3217,-9.6837,-13.449
2096,-24.42,-27.114,-26.317,-13.188,-4.7741,-0.021912,5.5508,1.1548,-3.2893,-10.114,-11.188,-18.093
2097,-20.738,-25.109,-27.227,-15.257,-4.73,-1.4685,4.1271,2.7186,-2.2822,-11.816,-13.443,-18.275
2098,-22.315,-27.025,-27.202,-17.044,-3.2884,3.1951,5.0512,3.7175,-3.7752,-11.482,-14.884,-14.787
2099,-21.746,-26.003,-24.499,-16.122,-2.6657,1.9739,4.3765,1.1479,-2.2282,-6.4211,-15.412,-19.108
2100,-23.394,-24.274,-26.822,-17.474,-6.1211,2.1535,3.3379,1.4062,-4.706,-8.8074,-11.892,-19.581
