NaN,1,2,3,4,5,6,7,8,9,10,11,12
2045,-12.924,-4.3623,0.32867,6.0066,10.037,16.63,19.587,19.202,16.396,8.982,-0.89944,-6.6221
2046,-14.911,-13.53,-5.9253,3.9594,13.714,16.169,18.677,18.14,11.882,6.9722,2.0885,-6.993
2047,-8.0102,-14.468,-3.5317,3.4837,10.135,17.643,18.529,21.584,15.182,4.8503,-0.18762,-5.72
2048,-6.3256,-12.004,-2.5132,4.0628,10.299,15.876,18.934,19.257,16.1,8.9567,0.69232,-8.5195
2049,-12.885,-7.6072,-0.6817,4.3445,10.556,18.699,19.559,19.016,17.945,5.8138,-1.6122,-8.7825
2050,-9.6324,-12.781,-3.1808,2.7264,11.43,17.287,20.05,18.186,11.871,5.9384,-2.1297,-8.8423
2051,-12.041,-7.9299,-3.4128,4.5825,8.03,13.945,18.551,15.375,12.447,3.998,-1.7352,-5.8022
2052,-10.325,-15.283,-2.588,3.181,10.691,18.289,22.03,17.865,13.678,7.7024,0.68359,-7.9694
2053,-9.6534,-9.7466,-1.058,4.7453,8.6239,17.452,19.272,15.782,12.962,7.1415,0.33658,-6.7522
2054,-15.684,-9.9926,-4.751,4.8771,10.809,15.446,21.095,20.224,12.3,5.3507,0.76678,-4.1558
2055,-12.136,-6.9624,-2.5366,6.3656,12.433,14.493,22.518,19.561,12.505,8.2208,1.087,-1.84
2056,-7.3768,-10.796,-1.3881,6.7061,13.071,15.504,19.766,21.395,14.639,10.807,-3.0993,-6.7542
2057,-7.0832,-11.139,1.6743,6.2124,9.658,15.228,18.923,20.851,15.943,10.293,-1.3599,-8.0981
2058,-10.724,-5.6811,-3.2525,5.5072,10.387,18.136,19.341,20.224,17.986,8.8806,-0.76044,-8.5666
2059,-12.119,-8.2056,0.049194,4.6689,12.648,18.191,19.189,21.05,15.47,9.1654,-0.016968,-3.2424
2060,-7.4875,-5.502,-3.7714,5.6705,11.418,19.655,20.071,17.783,17.032,9.0206,0.99323,-5.4622
2061,-8.6806,-9.2789,-0.38245,5.194,11.105,16.491,20.829,20.423,14.849,9.2177,1.9967,-7.3366
2062,-6.6312,-8.753,-4.8166,6.2532,13.558,15.254,16.77,20.465,15.661,7.1252,0.11938,-4.5353
2063,-10.501,-6.2596,-3.4692,5.1984,10.899,16.605,22.641,18.732,13.742,10.574,2.7668,-4.7072
2064,-7.7647,-6.0939,-1.306,3.8442,14.139,17.423,23.911,20.994,17.24,9.8898,2.1943,-6.5974
2065,-10.862,-8.5622,1.2277,4.2068,13.75,20.278,22.403,22.205,14.929,7.8123,3.3579,-4.205
2066,-11.46,-8.7581,-2.8996,4.4827,11.205,18.829,19.463,16.387,15.333,6.062,-2.4613,-4.3793
2067,-6.8294,-9.8336,-1.1397,5.0464,8.829,16.744,21.095,20.322,14.536,9.0162,3.7923,-3.7916
2068,-11.959,-9.205,-2.8688,9.3089,13.702,14.268,21.634,20.009,13.592,9.7068,0.88065,-5.0413
2069,-4.2397,-5.8747,-1.7172,6.9282,12.968,13.464,22.58,22.059,16.564,9.7871,3.4473,-2.7906
2070,-7.1153,-7.1166,-0.26904,5.666,11.861,17.814,21.037,19.862,12.866,12.31,-1.9067,-6.9952
2071,-15.058,-5.2002,0.36407,7.9922,9.6939,16.309,22.475,21.833,15.863,7.8299,0.30212,-2.5466
2072,-9.1494,-12.721,-2.1131,8.7503,12.875,18.086,24.504,22.249,19.804,7.8556,3.0916,-4.4852
2073,-5.3974,-6.7873,-3.618,6.1383,13.357,18.813,25.958,24.575,17.371,10.873,1.6345,-1.5881
2074,-11.073,-9.1968,-2.462,3.1403,11.547,16.277,20.751,18.373,15.339,7.8557,0.38245,-7.7448
2075,-11.194,-9.015,-3.7827,4.6737,13.324,18.536,21.131,21.7,20.077,9.7114,-0.80792,-4.7423
2076,-5.7318,-9.3536,0.069885,6.7487,13.522,17.456,23.643,20.376,14.996,5.7537,3.655,-5.8464
2077,-10.377,-5.7614,1.5984,3.2445,12.677,18.45,21.766,20.896,16.42,9.1447,-0.4389,-3.6595
2078,-6.0767,-7.8265,-3.2889,5.0937,15.3,20.28,21.483,19.292,13.768,7.2439,2.3521,-3.6172
2079,-10.487,-5.3263,-1.7561,7.0193,11.906,15.887,20.258,22.078,15.555,9.2734,3.9703,-1.8793
2080,-5.171,-5.7914,-0.45288,5.8661,14.456,19.764,25.129,21.179,17.386,8.3435,0.6922,-6.0547
2081,-8.1337,-0.77762,-0.44391,9.0005,12.165,18.637,21.18,19.982,18.301,8.9248,3.4703,-5.6357
2082,-4.9585,-3.7162,-4.9294,9.8586,12.12,18.041,26.528,24.247,16.66,8.6521,3.7474,-2.7729
2083,-7.5905,-8.7787,-2.657,8.1751,10.006,18.22,24.112,24.134,18.399,9.3728,4.1785,-5.0396
2084,-8.101,-5.9259,1.0654,5.8461,14.945,18.743,23.604,21.331,15.888,8.032,0.43359,-3.4053
2085,-9.0742,-6.472,1.3076,4.1576,11.672,18.463,23.36,23.034,18.055,9.6732,3.8705,-1.9439
2086,-8.2187,-9.7839,-3.4705,5.7356,11.319,19.594,23.57,20.213,13.257,10.774,0.37555,-2.7827
2087,-9.1921,-8.2055,-0.65308,8.2137,12.686,21.817,22.971,22.533,20.173,8.8851,0.76239,-2.243
2088,-8.4011,-5.5716,-3.4813,5.3299,12.39,19.298,22.92,22.765,17.353,8.9298,4.7592,-1.7256
2089,-5.3163,-0.84665,0.95361,8.6411,14.919,20.748,22.574,23.005,18.919,10.867,3.9755,-1.4513
2090,-6.6761,-7.3547,-2.1525,4.4597,13.38,16.24,24.076,23.576,17.085,9.0423,5.8882,-2.7391
2091,-6.6909,-5.239,-0.29279,6.0676,12.646,19.135,24.048,23.394,17.898,12.525,3.8616,-0.65057
2092,-0.55396,-4.0994,3.0884,3.9094,15.881,20.963,22.967,24.061,17.286,10.097,1.0226,-4.9411
2093,-4.5808,-6.1285,1.071,6.1708,16.261,20.346,24.623,22.151,18.925,10.921,6.195,-2.9334
2094,-3.4724,-1.9347,2.6875,7.6426,15.479,19.049,22.832,22.13,14.967,8.8361,2.1185,-3.991
2095,-10.286,-8.6156,-4.2515,7.8217,11.394,19.018,25.297,22.726,15.261,9.8286,-1.1974,-4.2396
2096,-8.8853,-2.3557,2.7029,6.4525,11.04,19.052,22.619,22.624,18.328,9.1006,2.1442,-2.8259
2097,-5.687,-4.6554,-0.97122,8.9422,18.668,20.77,23.682,24.693,17.087,7.6432,1.2995,-4.4043
2098,-6.9714,-8.4798,-2.1104,4.2524,15.077,17.17,21.602,25.569,18.002,9.6022,5.4267,0.33612
2099,-6.0549,-6.4072,1.4761,4.9208,14.223,20.126,24.3,24.238,19.045,14.28,3.8923,-0.95337
2100,-5.3547,-4.596,-0.30066,4.5516,13.842,18.769,26.982,24.797,15.694,12.646,7.229,-3.1548
