NaN,1,2,3,4,5,6,7,8,9,10,11,12
2033,-18.418,-18.423,-9.3947,1.3584,10.158,14.964,15.872,14.127,6.9199,-0.58777,-4.3729,-11.128
2034,-18.585,-8.4055,-6.0135,3.829,8.9539,11.955,13.448,14.148,9.5287,3.5182,-2.1711,-8.5836
2035,-13.671,-17.638,-6.2621,-1.4447,6.8955,12.985,14.327,14.114,8.7653,2.9123,-6.7701,-11.674
2036,-18.188,-14.359,-14.716,-2.8612,8.1033,13.105,14.232,13.413,7.4533,2.688,-8.8896,-17.508
2037,-23.818,-10.725,-8.9761,0.29938,7.6011,12.25,14.923,16.637,10.903,4.7111,-4.6714,-21.546
2038,-24.752,-16.532,-8.8549,2.8933,7.7578,10.994,15.777,14.797,6.5144,2.8749,-8.0058,-16.741
2039,-6.4157,-14.348,-7.4601,6.7286,7.1132,11.315,14.865,13.116,7.5878,0.62253,-4.1589,-7.3633
2040,-22.327,-9.3121,-9.3247,2.345,9.9316,13.359,15.943,17.1,9.5484,2.6454,-5.1853,-10.94
2041,-19.133,-13.259,-8.1256,1.2573,12.576,16.667,16.039,13.179,9.1419,1.5686,-7.7786,-20.769
2042,-19.739,-13.111,-11.182,3.4861,8.1772,13.718,15.647,13.483,6.8117,4.0596,-4.267,-13.049
2043,-14.021,-13.179,-7.4042,5.871,12.057,17.714,17.687,13.558,10.341,2.009,-1.3862,-7.9163
2044,-13.798,-16.778,-11.598,3.2795,9.6406,16.637,14.849,12.989,7.5145,2.7422,-7.7201,-17.039
2045,-13.448,-11.147,-5.519,2.157,11.707,13.944,14.018,13.368,8.2179,1.4254,-9.0967,-12.081
2046,-11.489,-18.518,-7.3413,2.6567,10.265,14.538,16.487,15.441,10.345,2.5679,-4.599,-11.712
2047,-12.748,-12.982,-4.1606,5.2356,10.5,12.024,16.098,11.061,8.2616,-1.6888,-6.5997,-11.695
2048,-11.537,-9.7341,-11.23,0.6683,7.9612,13.218,12.36,12.806,8.709,-0.32257,-6.6026,-13.457
2049,-19.555,-13.359,-12.592,2.7137,9.6613,13.256,14.982,14.391,6.3489,3.5892,-6.1982,-14.796
2050,-22.187,-17.469,-13.187,0.61316,10.204,17.252,14.437,13.604,9.4652,0.065399,-12.143,-14.217
2051,-12.398,-20.824,-5.1824,0.57269,8.6765,12.632,14.828,14.156,9.9098,1.5194,-4.5243,-8.4917
2052,-12.269,-16.057,-8.0236,3.7337,8.5855,13.308,14.629,13.807,10.449,3.2903,-10.703,-21.999
2053,-14.546,-8.0591,-7.6341,-0.24301,11.438,12.454,14.943,15.735,8.9641,1.3798,-12.327,-15.436
2054,-17.137,-13.991,-10.663,3.8224,9.9202,12.766,15.927,12.597,8.9949,1.4288,-7.2586,-10.675
2055,-10.921,-13.201,-2.4545,3.5375,10.304,13.273,16.252,16.371,12.681,3.0665,-3.4638,-3.0431
2056,-8.6834,-8.7066,-1.5854,5.0518,11.131,14.784,16.957,12.848,8.2562,1.5084,-8.1442,-10.149
2057,-12.392,-14.319,-6.4,2.4702,11.742,14.932,16.581,16.301,9.0506,1.5356,-7.5181,-14.383
2058,-16.917,-16.529,-5.8326,3.3353,9.8498,15.478,19.565,15.097,8.2885,3.1149,-8.3034,-15.26
2059,-16.849,-13.475,-4.3551,1.0615,10.714,12.287,16.263,13.402,8.1122,1.7885,-6.6498,-8.2424
2060,-12.277,-10.404,-9.8007,3.9556,7.5823,13.169,14.938,14.565,7.7664,2.6183,-5.3896,-9.2864
2061,-15.888,-9.7203,-9.5621,3.8737,10.05,13.883,15.063,11.568,6.3631,6.0575,-1.89,-11.831
2062,-17.924,-5.7256,-9.0978,0.86255,8.7927,13.446,14.001,16.407,10.425,0.67993,-1.3728,-9.1564
2063,-7.0991,-5.7557,-5.8306,1.8762,10.416,13.511,17.2,14.041,12.008,3.8203,-4.1297,-11.405
2064,-13.446,-11.527,-6.0091,3.7446,8.1315,12.823,14.561,14.471,9.4684,2.9347,-5.5362,-15.123
2065,-16.95,-16.091,-13.306,2.6716,9.4279,15.431,17.841,14.436,8.9314,3.8748,-3.5874,-14.176
2066,-17.286,-10.496,-13.335,4.7015,8.814,14.575,16.894,17.572,10.973,3.2808,-7.3031,-14.161
2067,-22.025,-11.007,-10.55,-2.936,11.433,14.35,15.858,12.843,10.009,2.4908,-9.8093,-10.6
2068,-9.0394,-11.016,0.11554,7.2835,11.997,20.565,21.185,15.396,7.8206,1.9822,2.1248,-8.7405
2069,-5.6069,-7.0641,-1.0043,4.6743,7.1323,15.257,17.646,15.915,9.7241,3.8809,-2.8086,-12.412
2070,-8.1778,-17.267,-4.2339,1.8359,7.3202,13.549,17.342,17.257,12.351,3.7281,-2.4204,-9.1788
2071,-9.1519,-6.8037,-5.0285,5.584,11.161,16.84,16.791,16.233,10.033,5.9568,-3.4967,-13.236
2072,-11.505,-6.8574,-7.0702,7.0081,8.9573,14.393,15.055,15.585,8.3271,4.2775,-0.19556,-12.054
2073,-5.2646,-12.998,-6.7196,5.1246,12.946,17.776,17.732,14.016,9.2406,3.8296,-2.5159,-14.533
2074,-10.102,-5.1793,-2.0421,2.8414,10.294,14.205,18.079,14.258,9.5736,-0.45871,-4.5707,-10.692
2075,-6.4697,-7.0208,-5.1597,0.36316,11.812,13.532,16.336,14.639,9.2354,2.6958,-2.4232,-10.127
2076,-14.792,-12.373,-0.45941,10.165,10.612,15.724,17.376,14.948,12.317,4.9939,-0.46417,-5.0749
2077,-9.7145,-10.791,-7.8762,3.9164,12.257,16.59,20.545,16.448,10.816,5.1096,-2.435,-2.6674
2078,-12.676,-8.059,-3.742,4.0605,8.4895,13.89,17.321,14.608,10.219,4.6052,-6.7943,-13.516
2079,-11.116,-14.553,1.8924,4.4978,10.69,14.34,17.302,15.031,11.655,6.6992,-4.2133,-7.1703
2080,-7.2042,-5.1781,-0.61108,6.6102,11.462,16.059,16.586,16.286,10.993,4.8318,-6.2238,-10.697
2081,-15.899,-7.43,2.353,3.9986,13.878,14.647,15.117,14.352,10.819,3.7588,-3.2348,-9.2431
2082,-9.2651,-14.91,-12.351,5.4719,10.815,14.633,16.437,14.431,9.2171,5.2986,-0.9967,-13.662
2083,-9.1373,-6.8236,-3.0691,4.9583,11.572,16.459,17.097,17.335,11.97,0.87277,-1.3273,-6.7076
2084,-9.2495,-6.2072,0.96973,4.8383,12.45,13.53,18.585,15.341,8.9119,5.407,-4.3105,-10.265
2085,-11.035,-10.521,-8.1612,3.3451,8.8418,16.773,18.016,13.337,9.6192,2.5657,-4.1569,-10.95
2086,-16.965,-10.311,-3.8123,3.9368,10.437,16.316,17.576,14.502,11.581,1.9591,0.32281,-2.5991
2087,-5.3406,-6.7465,-0.46948,6.327,11.794,14.964,18.814,15.096,10.683,3.6176,-4.9564,-5.4832
2088,-14.208,-11.884,-5.3778,3.7889,15.083,17.578,21.517,16.961,11.976,6.5997,-7.3873,-12.706
2089,-11.039,-10.794,0.21338,7.9478,13.262,14.075,19.623,19.13,11.419,4.6384,-1.2081,-6.3634
2090,-15.305,-6.8879,-3.8497,4.3855,9.9967,14.761,16.822,16.656,8.5184,4.7337,1.6655,-12.132
2091,-20.714,-7.9988,-0.35138,5.3937,11.021,16.773,20.095,19.888,11.839,5.8898,-2.6071,-8.6057
2092,-12.616,-2.5545,-0.21436,7.6594,13.051,15.387,17.039,15.565,11.138,3.4328,-4.5457,-6.3591
2093,-9.5281,-4.0953,0.31705,8.3759,11.821,16.385,20.396,17.414,15.421,5.5814,-1.8167,-10.445
2094,-6.9529,-0.22177,1.7559,7.5372,10.85,14.006,18.129,14.035,10.163,5.8165,-7.3717,-6.1003
2095,-10.643,-14.998,-5.7711,1.3763,8.9406,15.729,16.887,14.435,11.97,6.3482,-4.4416,-6.1283
2096,-10.958,-16.655,-7.2658,0.88025,14.997,17.765,18.813,15.42,11.31,2.2452,-2.141,-7.6091
2097,-10.818,-7.2472,-3.5728,5.7039,11.917,16.438,17.869,17.027,11.124,5.5671,-1.5912,-9.332
2098,-12.606,-7.7787,-8.333,4.6685,10.489,13.863,19.854,19.452,10.903,6.5378,-1.8878,-4.0057
2099,-9.9495,-10.659,-6.2153,4.4989,13.762,16.187,20.06,16.716,9.3734,7.4793,1.1364,-4.7776
2100,-9.2043,-4.7269,-2.4413,6.9207,10.67,15.538,17.447,16.707,9.5577,0.97577,-3.6187,-6.6373
