NaN,1,2,3,4,5,6,7,8,9,10,11,12
2041,-15.139,-14.681,-16.005,-7.4459,-0.54523,2.1927,8.5978,9.1182,5.2982,0.66431,-4.1693,-6.8217
2042,-15.083,-22.173,-20.818,-7.9807,-0.20367,2.5853,8.012,8.8597,4.3449,0.11432,-3.4877,-7.645
2043,-12.949,-19.628,-8.6953,-1.3615,1.553,6.4054,9.3218,10.49,7.6205,0.82343,-1.2241,-7.0433
2044,-12.886,-15.546,-13.712,-7.1053,0.068298,3.0573,7.8036,9.8879,6.8367,2.3848,-0.57559,-4.8493
2045,-9.4573,-22.13,-14.988,-7.0247,0.8905,6.9811,9.3036,10.124,6.837,2.2262,-1.4951,-7.3154
2046,-8.454,-11.995,-14.978,-7.3882,0.044495,4.4342,8.2101,9.3103,6.6375,3.4624,-1.9017,-6.4032
2047,-9.6176,-15.132,-13.192,-3.6511,1.7404,5.772,7.8945,7.58,5.7675,1.3581,-1.1505,-8.5677
2048,-15.851,-26.365,-16.992,-8.3747,-0.52319,1.8389,8.756,10.636,6.748,2.7516,-3.8409,-8.9004
2049,-22.028,-22.617,-15.143,-7.5871,-0.0047607,1.6757,5.5156,8.8754,6.7512,2.0403,-2.536,-5.1321
2050,-9.0992,-16.066,-12.403,-8.5372,-1.269,3.5425,11.013,11.059,7.8128,3.415,-3.2898,-7.3442
2051,-7.8535,-10.797,-16.997,-3.4918,1.1609,5.1282,8.8049,7.2183,6.2848,1.7206,-1.7684,-7.9155
2052,-14.948,-23.139,-13.619,-5.5417,-0.75043,2.3436,6.811,9.9901,6.4745,1.3821,-3.0195,-7.6003
2053,-12.636,-21.819,-15.154,-5.9735,0.2489,3.5169,8.2072,9.4087,6.9915,2.0908,-2.974,-7.7112
2054,-15.598,-19.561,-14.593,-7.2557,-0.90204,2.235,7.0036,9.0186,6.3192,0.52649,-3.9109,-6.3902
2055,-17.618,-14.417,-13.126,-5.8394,-1.5845,1.3624,7.0392,8.6484,7.0853,3.59,-2.413,-6.5197
2056,-13.445,-16.853,-8.3354,-7.8915,-0.017151,4.6977,8.9393,9.4356,6.6156,2.2701,-2.9763,-4.2874
2057,-9.3605,-21.912,-14.5,-2.8872,1.8142,6.16,11.249,9.9257,5.0213,2.5434,-1.9341,-4.4419
2058,-8.1337,-14.822,-19.823,-5.2565,-0.052551,3.1967,7.077,9.6714,7.0717,2.0075,-1.3405,-6.5998
2059,-7.9388,-15.876,-14.459,-3.7881,-0.65497,2.9684,9.4073,9.9562,4.8739,0.68298,-5.3314,-8.1193
2060,-14.618,-16.508,-12.496,-2.2827,0.31671,4.1105,9.1609,9.924,6.616,2.4406,-2.288,-7.9602
2061,-11.999,-19.037,-14.199,-6.2689,0.65564,5.1626,9.8227,9.6126,5.8514,2.0458,-3.1634,-9.1823
2062,-8.2972,-19.022,-9.7639,-3.0417,0.57977,5.0123,8.2154,11.692,8.1317,4.3713,-2.3376,-5.049
2063,-4.8061,-12.994,-12.491,-4.1649,0.63123,5.718,8.6039,9.7066,5.6603,2.6679,0.95425,-3.1154
2064,-6.3194,-9.7404,-17.292,-4.2612,2.2038,7.3215,11.495,10.735,7.566,2.7413,-1.6241,-1.781
2065,-7.7406,-12.144,-12.583,-0.92798,1.2618,6.126,9.0322,9.6683,6.3571,2.3455,-2.1636,-5.2206
2066,-11.265,-13.141,-13.853,-7.0407,-0.070801,4.737,8.0935,8.33,7.5203,2.6421,-4.7699,-7.1782
2067,-16.372,-16.259,-18.954,-7.481,0.26846,3.8848,7.3289,9.1519,6.8409,2.4401,-1.1296,-6.8053
2068,-6.057,-8.6913,-10.328,-6.1032,0.13348,3.4224,6.5581,9.3256,6.0316,2.6736,-1.9084,-5.8655
2069,-9.1303,-13.488,-10.092,-6.0308,-0.13727,3.9426,7.8027,8.4149,8.8705,2.0273,-0.76169,-5.4098
2070,-10.5,-16.98,-13.132,-2.8165,0.17374,5.414,8.4141,8.489,7.122,3.4879,-2.9224,-5.0499
2071,-13.755,-16.448,-11.864,-2.6016,0.90875,5.6273,10.582,10.308,7.3354,2.0545,-1.1725,-5.4548
2072,-9.2197,-18.934,-12.33,-6.3434,0.39484,2.8401,9.3184,10.913,8.3818,3.3439,-0.00024414,-3.6649
2073,-6.2548,-7.9494,-9.8582,-1.9691,2.1691,7.7955,11.949,13.462,8.5336,3.5932,-1.096,-5.6076
2074,-11.321,-12.675,-14.11,-5.0375,0.76233,6.0582,8.9146,9.5354,7.2474,1.6526,-2.4554,-5.3972
2075,-9.8896,-20.044,-13.955,-2.2423,0.19495,6.0243,10.57,11.5,8.6378,5.0122,-1.3138,-5.1681
2076,-11.126,-11.76,-11.688,-5.4915,0.25098,4.6204,9.1747,10.085,5.6351,2.9998,-0.93488,-6.9011
2077,-9.9099,-8.6285,-14.138,-3.0778,1.8272,5.9908,11.812,10.839,7.5294,1.8264,-0.26898,-5.2943
2078,-11.116,-12.543,-9.7889,-3.3184,0.78635,5.8447,10.104,10.292,7.0372,2.8962,-0.93887,-4.873
2079,-9.8918,-10.69,-10.018,-5.8167,0.83609,6.2714,11.822,12.404,7.3638,2.6581,-0.90277,-6.432
2080,-5.8156,-6.7035,-9.408,-5.3605,1.2787,6.5941,12.875,12.616,8.2023,5.1189,0.94025,-2.7852
2081,-5.9657,-6.0745,-4.3228,-2.4409,2.9056,8.5748,12.574,12.49,9.717,4.9229,1.4293,-3.0693
2082,-7.7807,-9.1205,-8.1111,-6.0535,-0.51096,4.5096,10.052,11.665,7.6604,2.2263,-0.13342,-5.0736
2083,-6.028,-12.142,-8.7566,-3.7272,2.9628,8.8765,11.575,11.898,8.0674,4.113,1.5359,-3.9322
2084,-5.8257,-7.7794,-10.966,-1.7164,2.4778,6.6046,9.872,11.816,8.1169,4.5574,0.1543,-3.8447
2085,-7.7734,-12.025,-11.284,-4.5416,1.295,5.8358,9.7619,9.3952,7.7442,3.6302,-0.93811,-5.4673
2086,-7.7695,-12.612,-6.6287,-2.6472,1.9914,5.8338,8.8439,10.437,6.4424,3.1622,-1.81,-4.6577
2087,-4.8757,-11.311,-12.594,-2.4464,2.2292,7.1962,10.811,12.086,7.7864,4.1293,-0.63605,-4.1551
2088,-7.657,-8.5911,-2.329,0.23224,3.6379,8.2026,12.646,12.711,9.4638,5.4611,1.8099,-3.2413
2089,-4.3515,-7.5029,-4.0737,-0.35693,3.0631,7.5667,10.068,11.845,9.2748,4.3357,0.33289,-2.5001
2090,-4.7288,-5.8117,-4.4318,-0.47778,2.8678,7.89,11.33,13.51,8.5868,3.5775,0.72998,-5.2293
2091,-7.2378,-7.9421,-6.5506,-4.0984,0.24371,7.3398,11.661,13.052,8.3233,3.5538,0.20145,-5.3342
2092,-7.0364,-11.867,-13.734,-1.1726,1.5253,7.4102,10.953,12.367,7.6475,5.5754,-0.23907,-3.5212
2093,-4.7175,-9.4567,-9.5501,0.051636,4.1277,7.4378,12.334,13.852,9.6649,3.7963,2.0427,-2.5389
2094,-6.4744,-8.0226,-5.207,-1.7343,3.9438,8.774,12.332,13.218,9.8403,3.3478,0.50327,-3.7859
2095,-7.2211,-7.1918,-7.5992,-2.7799,2.257,6.6902,13.823,10.426,7.8589,4.0064,-1.2775,-1.7123
2096,-7.7076,-9.1663,-7.9826,-0.36194,2.4153,6.6168,10.414,11.86,9.4841,2.9014,0.46838,-3.0895
2097,-5.8139,-5.8566,-6.5376,-2.4562,3.6235,8.262,14.445,13.807,11.089,3.9343,-1.8099,-4.4414
2098,-7.7175,-8.5443,-8.9482,-2.9878,1.6198,5.6599,10.631,11.919,9.2267,5.5729,1.3192,-1.5779
2099,-5.7581,-6.8896,-5.0474,-1.8683,2.7464,6.6165,9.98,11.974,9.3245,5.9891,0.18137,-2.26
2100,-6.1204,-7.0667,-7.7382,-2.9914,1.7734,7.3117,11.773,11.502,8.8546,3.6027,-0.44873,-4.0943
